	Lineage	Species	Graph	Taxid	Common_name	Order	Female_maturity_(yrs)	Mass_(g)	Notes_on_missing_life_history	Expected_lifespan	Highest_max	Curated_Q90	Curated_Q95	Curated_E90	Curated_E95	Curated_max	Curated_lq	Curated_females_max	Curated_males_max
1165	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Ammospermophilus,Ammospermophilus harrisii	Ammospermophilus harrisii		45487	Harris's antelope squirrel	Rodentia	0.87	126.0		8.64	10.6	no age record available	no age record available	no age record available	no age record available	10.6	1.23		
1166	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Ammospermophilus,Ammospermophilus nelsoni	Ammospermophilus nelsoni		2502157	Nelson's antelope squirrel	Rodentia	1.03	154.5		8.98	5.67	no age record available	no age record available	no age record available	no age record available	5.67	0.63		
1167	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Callosciurus,Callosciurus caniceps	Callosciurus caniceps		64664	Gray-bellied squirrel	Rodentia	1.13	257.0	Age at female sexual maturity filled using lineage; 	9.87	13.7	no age record available	no age record available	no age record available	no age record available	13.7	1.39		
1168	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Callosciurus,Callosciurus finlaysonii	Callosciurus finlaysonii		127500	Finlayson's squirrel	Rodentia	1.13	278.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	10.01	12.8	no age record available	no age record available	no age record available	no age record available	12.8	1.28		
1169	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Callosciurus,Callosciurus prevostii	Callosciurus prevostii		64676	Prevost's squirrel	Rodentia	1.13	400.0	Age at female sexual maturity filled using lineage; 	10.71	21.1	no age record available	no age record available	no age record available	no age record available	21.1	1.97		
1170	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Callospermophilus,Callospermophilus lateralis	Callospermophilus lateralis		76772	Golden-mantled ground squirrel	Rodentia	1.74	157.6		9.01	10.4	no age record available	no age record available	no age record available	no age record available	10.4	1.15		
1171	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Funambulini,Funisciurus,Funisciurus anerythrus	Funisciurus anerythrus		1235483	Thomas's rope squirrel	Rodentia	0.5	218.0	Age at female sexual maturity filled using lineage; 	9.57	10.0	no age record available	no age record available	no age record available	no age record available	10.0	1.04		
1172	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Funambulini,Funisciurus,Funisciurus pyrropus	Funisciurus pyrropus		226680	Fire-footed rope squirrel	Rodentia	0.5	271.7	Age at female sexual maturity filled using lineage; 	9.97	9.5	no age record available	no age record available	no age record available	no age record available	9.5	0.95		
1173	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Ictidomys,Ictidomys tridecemlineatus	Ictidomys tridecemlineatus	Available	43179	Thirteen-lined ground squirrel	Rodentia	0.97	172.7		9.17	7.9	6.72	6.91	6.9	6.98	6.98	0.76	6.93	7.0
1174	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota caligata	Marmota caligata		93160	Hoary marmot	Rodentia	2.49	4300.0		16.67	12.1	no age record available	no age record available	no age record available	no age record available	12.1	0.73		
1175	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota monax	Marmota monax	Available	9995	Woodchuck	Rodentia	1.5	4000.0		16.44	15.0	9.96	10.86	11.74	12.85	13.72	0.83	15.0	15.0
1176	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Marmota,Marmota vancouverensis	Marmota vancouverensis		93167	Vancouver marmot	Rodentia	3.25	4750.0		16.98	12.1	no age record available	no age record available	no age record available	no age record available	12.1	0.71		
1177	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Otospermophilus,Otospermophilus variegatus	Otospermophilus variegatus		45472	Rock squirrel	Rodentia	1.15	663.0		11.77	9.8	no age record available	no age record available	no age record available	no age record available	9.8	0.83		
1178	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Petaurista,Petaurista alborufus	Petaurista alborufus		89094	Red and white giant flying squirrel	Rodentia	0.99	1700.0	Age at female sexual maturity filled using lineage; 	14.02	21.4	no age record available	no age record available	no age record available	no age record available	21.4	1.53		
1179	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Pteromyini,Petaurista,Petaurista leucogenys	Petaurista leucogenys		55156	Japanese giant flying squirrel	Rodentia	0.99	1650.0	Age at female sexual maturity filled using lineage; 	13.95	19.2	no age record available	no age record available	no age record available	no age record available	19.2	1.38		
1180	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Poliocitellus,Poliocitellus franklinii	Poliocitellus franklinii		45470	Franklin's ground squirrel	Rodentia	0.9	459.0		10.99	7.2	no age record available	no age record available	no age record available	no age record available	7.2	0.65		
1181	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Ratufinae,Ratufa,Ratufa bicolor	Ratufa bicolor		226822	Black giant squirrel	Rodentia	2.95	2000.0		14.45	19.0	no age record available	no age record available	no age record available	no age record available	19.0	1.31		
1182	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Ratufinae,Ratufa,Ratufa indica	Ratufa indica		1639871	Indian giant squirrel	Rodentia	2.95	2000.0	Age at female sexual maturity filled using lineage; 	14.45	20.0	no age record available	no age record available	no age record available	no age record available	20.0	1.38		
1183	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus aureogaster	Sciurus aureogaster		1357733	Red-bellied squirrel	Rodentia	0.89	600.0	Age at female sexual maturity filled using lineage; 	11.55	11.5	no age record available	no age record available	no age record available	no age record available	11.5	1.0		
1184	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus granatensis	Sciurus granatensis		226870	Red-tailed squirrel	Rodentia	0.89	374.0	Age at female sexual maturity filled using lineage; 	10.58	11.5	no age record available	no age record available	no age record available	no age record available	11.5	1.09		
1185	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus niger	Sciurus niger	Available	34861	Eastern fox squirrel	Rodentia	0.97	800.0		12.19	16.0	11.5	13.63	14.0	15.34	16.0	1.31	15.89	11.92
1186	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurini,Sciurus,Sciurus variegatoides	Sciurus variegatoides		226875	Variegated squirrel	Rodentia	0.89	485.0	Age at female sexual maturity filled using lineage; 	11.11	15.1	no age record available	no age record available	no age record available	no age record available	15.1	1.36		
1187	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus citellus	Spermophilus citellus		9997	European ground squirrel	Rodentia	0.86	217.0		9.56	6.7	no age record available	no age record available	no age record available	no age record available	6.7	0.7		
1188	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Spermophilus,Spermophilus pygmaeus	Spermophilus pygmaeus		99855	Little ground squirrel	Rodentia	0.86	136.0	Age at female sexual maturity filled using lineage; 	8.77	7.1	no age record available	no age record available	no age record available	no age record available	7.1	0.81		
1189	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Sundasciurus,Sundasciurus hippurus	Sundasciurus hippurus		1620830	Horse-tailed squirrel	Rodentia	1.13	312.5	Age at female sexual maturity filled using lineage; 	10.23	14.0	no age record available	no age record available	no age record available	no age record available	14.0	1.37		
1190	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Sundasciurus,Sundasciurus lowii	Sundasciurus lowii		1002722	Low's squirrel	Rodentia	1.13	67.0	Age at female sexual maturity filled using lineage; 	7.69	11.1	no age record available	no age record available	no age record available	no age record available	11.1	1.44		
1191	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Callosciurini,Sundasciurus,Sundasciurus tenuis	Sundasciurus tenuis		1620839	Slender squirrel	Rodentia	1.13	75.0	Age at female sexual maturity filled using lineage; 	7.85	10.0	no age record available	no age record available	no age record available	no age record available	10.0	1.27		
1192	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias amoenus	Tamias amoenus		64679	Yellow-pine chipmunk	Rodentia	1.0	48.2		7.23	5.17	no age record available	no age record available	no age record available	no age record available	5.17	0.71		
1193	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias dorsalis	Tamias dorsalis		45467	Cliff chipmunk	Rodentia	0.9	62.8	Age at female sexual maturity filled using lineage; 	7.59	12.6	no age record available	no age record available	no age record available	no age record available	12.6	1.66		
1194	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias minimus	Tamias minimus		45468	Least chipmunk	Rodentia	1.0	44.1		7.11	10.0	no age record available	no age record available	no age record available	no age record available	10.0	1.41		
1195	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias sibiricus	Tamias sibiricus		64680	Siberian chipmunk	Rodentia	0.96	85.0		8.03	9.6	no age record available	no age record available	no age record available	no age record available	9.6	1.2		
1196	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Tamias,Tamias townsendii	Tamias townsendii		123796	Townsend's chipmunk	Rodentia	0.97	75.0		7.85	9.3	no age record available	no age record available	no age record available	no age record available	9.3	1.19		
1197	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Xerospermophilus,Xerospermophilus mohavensis	Xerospermophilus mohavensis		99847	Mohave ground squirrel	Rodentia	0.89	150.0	Age at female sexual maturity filled using lineage; 	8.93	7.8	no age record available	no age record available	no age record available	no age record available	7.8	0.87		
1198	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmotini,Xerospermophilus,Xerospermophilus tereticaudus	Xerospermophilus tereticaudus		99860	Round-tailed ground squirrel	Rodentia	0.89	163.3		9.07	8.9	no age record available	no age record available	no age record available	no age record available	8.9	0.98		
1199	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Muroidea,Spalacidae,Spalacinae,Nannospalax,Nannospalax ehrenbergi	Nannospalax ehrenbergi		30637	Palestine mole rat	Rodentia	0.41	160.0	Age at female sexual maturity filled using lineage; 	9.04	20.2	no age record available	no age record available	no age record available	no age record available	20.2	2.24		
1200	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Tupaia,Tupaia minor	Tupaia minor		143289	Pygmy tree shrew	Scandentia	0.17	58.6		7.5	12.2	no age record available	no age record available	no age record available	no age record available	12.2	1.63		
1201	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Tupaia,Tupaia tana	Tupaia tana	Available	70687	Large tree shrew	Scandentia	1.0	197.8		9.4	14.0	8.95	9.67	9.94	10.57	10.9	1.16	11.39	11.53
1202	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Blarina,Blarina hylophaga	Blarina hylophaga		183659	Elliot's short-tailed shrew	Eulipotyphla	0.23	14.5		5.78	2.8	no age record available	no age record available	no age record available	no age record available	2.8	0.48		
1203	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Crocidura,Crocidura flavescens	Crocidura flavescens		214442	Greater red musk shrew	Eulipotyphla	0.31	45.0	Age at female sexual maturity filled using lineage; 	7.14	2.2	no age record available	no age record available	no age record available	no age record available	2.2	0.31		
1204	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Cryptotis,Cryptotis parvus	Cryptotis parvus		183661	Least shrew	Eulipotyphla	0.11	4.5		4.65	3.5	no age record available	no age record available	no age record available	no age record available	3.5	0.75		
1205	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Myosorex,Myosorex varius	Myosorex varius		389264	Forest shrew	Eulipotyphla	0.41	17.5	Age at female sexual maturity filled using lineage; 	5.99	2.1	no age record available	no age record available	no age record available	no age record available	2.1	0.35		
1206	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Talpidae,Condylura,Condylura cristata	Condylura cristata		143302	Star-nosed mole	Eulipotyphla	0.83	55.3		7.42	2.5	no age record available	no age record available	no age record available	no age record available	2.5	0.34		
1207	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Talpidae,Mogera,Mogera wogura	Mogera wogura		62295	Japanese mole	Eulipotyphla	0.91	97.0	Age at female sexual maturity filled using lineage; 	8.23	3.2	no age record available	no age record available	no age record available	no age record available	3.2	0.39		
1208	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Bovidae,Alcelaphinae,Alcelaphus,Alcelaphus caama	Alcelaphus caama		59519	Red Hartebeest	Artiodactyla	2.0	150000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	32.27	15.33	no age record available	no age record available	no age record available	no age record available	15.33	0.48		
1209	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Cervidae,Odocoileinae,Alces,Alces americanus	Alces americanus		999462	Moose	Artiodactyla	2.06	700000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	42.97	25.0	no age record available	no age record available	no age record available	no age record available	25.0	0.58		
1210	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Caniformia,Pinnipedia,Otariidae,Arctocephalus,Arctocephalus townsendi	Arctocephalus townsendi		161921	Guadalupe Fur Seal	Carnivora	5.0	181437.0	Mass filled from web encyclopedia; 	33.43	24.0	no age record available	no age record available	no age record available	no age record available	24.0	0.72		
1211	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Mysticeti,Balaenopteridae,Balaenoptera,Balaenoptera bonaerensis	Balaenoptera bonaerensis		33556	Antarctic Minke Whale	Artiodactyla	7.5	8800000.0	Mass filled from web encyclopedia; 	68.81	73.0	no age record available	no age record available	no age record available	no age record available	73.0	1.06		
1212	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Odontoceti,Ziphiidae,Berardius,Berardius arnuxii	Berardius arnuxii		74391	Arnoux's Beaked Whale	Artiodactyla	12.0	90000000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	106.04	84.0	no age record available	no age record available	no age record available	no age record available	84.0	0.79		
1213	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,Pecora,Bovidae,Cephalophinae,Cephalophorus,Cephalophorus leucogaster	Cephalophorus leucogaster		70738	White-bellied Duiker	Artiodactyla	0.74	20000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; Curated max low relative to order, likely underestimation;	22.18	5.33	no age record available	no age record available	no age record available	no age record available	5.33	0.24		
